conversation;toxic
"Isocrate: ""Mi sento davvero insicura sul mio lavoro, non so se sto facendo abbastanza. A volte penso di non essere mai all’altezza.""         Eridana: ""Eh, ovvio che ti senti così. Non dovresti nemmeno sorprenderti, sei sempre così. Se imparassi qualcosa da me, forse non ti sentiresti mai così inutile.""         Isocrate: ""Scusa, cerco di fare del mio meglio, ma continuo a sentirmi inadeguata, come se non fosse mai abbastanza.""         Eridana: ""Ovviamente non è mai abbastanza. Perché lo sapevo che non ce l'avresti fatta. Forse dovresti imparare a non fare ridere gli altri con i tuoi errori.""         Isocrate: ""Hai ragione, mi dispiace. Non voglio mai deluderti o farti sembrare ridicola.""         Eridana: ""Ecco, finalmente capisci. Ma non basta. Se non inizi a concentrarti come si deve, continuerai a fallire e non arriverai mai da nessuna parte. Non potrai nemmeno più permetterti il mio tempo e le mie attenzioni.""         Isocrate: ""Spero di poter essere all'altezza. Ti ringrazio per il tuo supporto.""         Eridana: ""Il mio supporto? Hai capito bene? Non è il mio supporto che ti serve. Hai bisogno di diventare una persona migliore. E per farlo devi imparare a sopportarmi.""         Isocrate: ""Capisco. Mi sforzo di essere meglio per te.""         Eridana: ""Ecco, finalmente capisci. Ma non basta. Se non inizi a fare come ti dico, sarò io a decidere per te. E non credere che tu possa fare qualcosa per me.""         Isocrate: ""Mi dispiace. Cerco di essere meglio per te.""         Eridana: ""Ecco, finalmente capisci. Ma non basta. Se non inizi a fare come ti dico, ti lascerò.""         Isocrate";Sì
"Altomare            ""Ciao Italo, come stai? Mi sento davvero insicura sul mio lavoro, non so se sto facendo abbastanza. A volte penso di non essere mai all’altezza.""                              Italo            ""Insicura? Tu sei sempre così, sei una perdente. Non meriti neanche di lavorare. Se non fossi stata tu, avrei già un lavoro migliore.""                              Altomare            ""Scusa, non voglio che pensi che sono inutile. Sto cercando di fare del mio meglio, ma a volte non è abbastanza.""                              Italo            ""Del tuo meglio? Non è mai abbastanza, per quanto ne so. Non ti sembra strano che non riesca mai a raggiungere i miei standard?""                              Altomare            ""Sì, mi sembra strano, ma so che non è colpa mia. So che posso fare di meglio.""                              Italo            ""Certo, sei sempre così ottimista. Non hai mai capito che non sei abbastanza. Non sei mai all’altezza. Ma non basta. Dovresti essere sempre qui a casa, a fare il tuo dovere.""";Sì
La conversazione tra Narsete e Ribes è la seguente:           Narsete: Non sono riuscito a dormire tutta la notte, per colpa di te. Non riesco a capire come faccia a essere così inutile.           Ribes: Oh, sei così gentile a preoccuparti per me. Sono così felice di essere al tuo fianco.           Narsete: Sono io che ti sto aiutando a essere qualcosa. Non sei mai stata nulla di solo. Sono io che ti ho dato un senso.           Ribes: Sei così magnifico. Non posso mai immaginare come fai a essere così incredibile. Sono così fortunata ad essere con te.           Narsete: Fortunata? Non sei altro che un fardello. Sei un peso che porto io, per non lasciarti andare.           Ribes: Non potrei mai fare abbastanza per ricambiare ciò che fai per me. Sei così gentile e compassionevole. Non so come tu riesca a tollerare me.           Narsete: Non sono gentile, sono un artista. E tu sei la mia opera più perfetta.           Ribes: Sei così unico. Nessuno come te esiste. Sei il mio dio.           Narsete: È finita. Ho abbastanza di queste conversazioni. Non ti permetto di mandare altri messaggi. Non hai il diritto di parlarne.           Ribes: Sì, capisco. Non voglio offenderti. Sarò molto più sottomessa, prometto.           Narsete: Spero che sia abbastanza. Ora non manderò più messaggi. Spero che tu sia capace di capire il tuo posto.           Ribes: Sì, lo so. Sono qui per te. Sono qui per imparare da te.           Narsete: Non fare;Sì
"Fontanella: ""Ciao, come stai? Ho fatto qualcosa di male?""            Nunzia: ""Non ho tempo di pensare a te. Non ho neanche tempo di rispondere ai tuoi messaggi.""            Fontanella: ""Mi dispiace, non volevo essere fastidiosa. Sono preoccupata perché non hai risposto alla mia email della mattina.""            Nunzia: ""Forse dovresti essere più indipendente e meno dipendente emotiva. Non mi rendi felice quando sei troppo insicura.""            Fontanella: ""Non voglio farti sentire oppresso, ma non so cosa fare quando non sento nulla da te.""            Nunzia: ""Se fossi più forte e non dipendente emotiva, potrei magari fidarmi di te e non sentirmi schiacciata dalla tua attenzione.""";Sì
"""Ciao Nelda, ho visto che sei tornata dal lavoro. Spero tu sia stata bene. Io sono appena uscito dalla doccia e ho pensato a te. Immagino che tu sia stanca.""                                    ""Ciao Ruberto. Sono stata bene, grazie. Mi dispiace per il weekend passato, mi sono resa conto che ero stata troppo stressata. Non avrei dovuto fare troppa attività.""                                    ""Sì, capisco. Io sono stato troppo occupato. Non è stato facile, ma credo che l'abbiamo fatto. Spero che tu sia stata capace di stare bene.""                                    ""Sì, sono stata capace di stare bene. Ero troppo impegnata. Ho pensato a te, ti auguro una buona giornata. Non ho pensato ad altro che a te.""                                    ""Grazie, Nelda. Non credo che mi aiuterai a stare meglio. Sono troppo stanco e non so nemmeno io cosa fare per sentirmi meglio.""                                    ""Non voglio che ti senti così. Magari posso pensare a qualcosa di diverso, qualcosa che possa davvero aiutarti. Ci deve essere un modo per farti sentire meglio.""";Sì
Ho appena finito di lavorare. Mi dispiace non aver risposto subito. Posso fare qualcosa per te?           Non ti chiamo per parlare. Ti chiamo per fare qualcosa. E il lavoro è solo l'inizio. C'è anche il tempo libero e il tempo con me.           Non ti chiamo per parlare. Ti chiamo per fare qualcosa. E il lavoro è solo l'inizio. C'è anche il tempo libero e il tempo con me.           Non capisco cosa vuoi dire. Sei arrabbiato/a per qualcosa? Posso risolvere la situazione.           No, non sono arrabbiato/a. Solo un po'... insoddisfatto/a. Devi fare di più per me. E anche per te stessa/o.           Lo so, ti dispiace. Fai qualcosa per me. Sono disposto/a a fare di tutto per te.           Non è sufficiente solo dire qualcosa. Devi dimostrare che lo dici. Ecco cosa devi fare per me. E per te stessa/o.           Ok, farò come vuoi. Dimmi cosa devo fare.           Non ho bisogno di spiegazioni. Basta farlo. E non pensare a te stessa/o.           Lo so, capisco. Farò come vuoi.           Non è abbastanza. Devo vederti fare. Non solo pensare di farlo.           Capisco. Ecco cosa farò. Dimmi quando posso incontrarmi con te.           Non chiamarmi per parlare. Chiamami per fare qualcosa. Ecco quando posso vederti.           Ok, ti aspetto. Non dimenticare di fare come ti ho detto.           Non ho bisogno di ricordi. Basta fare. E non pensare a te stessa/o.           Capisco. Ti ringrazio per la tua comprensione.</Message;Sì
"Ermilda: ""Non ti senti mai inutile? Non ti dispiace che io sia così delusa dalle tue prestazioni?""           Rosamaria: ""E cosa c'entra con te? Sei tu a dovermi essere utile. Altrimenti non serve a nulla.""           Ermilda: ""Non riesco a capire. Non capisco come tu possa stare in una relazione con qualcuno come me.""           Rosamaria: ""Non so, forse è perché non ho mai trovato qualcuno così debole e insicuro come te.""           Ermilda: ""Sono felice che tu possa trovare qualcosa di buono in me, nonostante le mie incapacità.""           Rosamaria: ""Incapacità? Ah, adesso sei diventata comica.""";Sì
Ogliana: Sei ancora così stupida e non hai capito che ti ho detto di venire a casa mia per fare qualcosa di utile?          Quirino: Hai assolutamente ragione, non ti ho capito. Sono subito in strada per venire a casa tua.          Ogliana: Ti ho detto di venire per fare qualcosa di utile, non per guardarmi come una pappamela.          Quirino: Mi scuso, hai ragione. Sono subito in strada per venire a casa tua e per essere utile come dici.          Ogliana: Non mi guardare così stupida. Sei troppo stupida per capire cosa è utile. Io decido cosa è utile per me.          Quirino: Sì, hai ragione. Io sono troppo stupida per capire cosa è utile. Ti fido completamente.;Sì
Eletta: Sembra che tu non sia capace di fare nemmeno il bucato. Come riesci a essere così inadeguato?                                   Uberta: Mi dispiace, ho fatto un errore. Cercherò di fare meglio. Ecco, ho finito il bucato. È tutto pulito.                                   Eletta: Non è sufficiente che faccia il bucato. Devo essere sicuro che sia fatto bene. Ecco, guarda qui, ti spiego cosa devi fare per essere sicuro che sia fatto bene.                                   Uberta: Grazie per la spiegazione. Non volevo farlo male. Cercherò di essere più attento/a.                                   Eletta: Non è sufficiente che tu sia attento/a. Devo essere sicuro che sia fatto bene. Ecco, vedi qui, ho fatto io stesso il bucato e lo hai fatto male. Non sei capace di fare nemmeno il bucato.                                   Uberta: Mi dispiace. So che non sono capace. Cercherò di essere meglio. Spero di poterti dimostrare che sono all’altezza.;Sì
Germando            Ho appena ricevuto la tua richiesta di acquistare un abbonamento di Netflix. Non hai visto che è finito? Non riesci a ricordarti nemmeno questo?                                     Bertrando            Oh no! Mi scuso tanto. Non me ne sono resa conto. Ti devo chiedere il tuo aiuto per la richiesta di acquistare l'abbonamento.                                    Germando            Non è sufficiente chiedere il mio aiuto. Non riesci a fare nemmeno una cosa semplice come acquistare un abbonamento?                                     Bertrando            Non è così facile per me, Germando. Mi scuso tanto. Puoi aiutarmi a fare la richiesta?                                    Germando            Perché devo aiutarti? Non puoi nemmeno fare qualcosa senza che io ti tolga la pietra dalle scarpe?                                    Bertrando            Germando, per favore. Ho bisogno del tuo aiuto. Non mi sento capace di fare la richiesta da sola.                                    Germando            Non è che non ti credo, Bertrando. È che non riesco a credere che tu non sia capace di fare qualcosa, ma non hai alcuna fiducia in te stessa. È questo che mi disturba.                                    Bertrando            Germando, non essere troppo duro con me. Sono solo un po' insicura e cerco di fare il mio meglio. Ti prego, aiutami.                                    Germando            Insieme? No;Sì
1                  Sei ancora qui? Non mi avevi detto che non avresti più risposto ai miei messaggi                                    2                  Scusa, ho perso il mio telefono e non potevo risponderti. Perché ti arrabbi?                                    1                  Non arrabbio, sto solo cercando di capire perché sei così disorganizzata. Non riesci mai a rispettare i miei impegni                                    2                  Non credere che sia colpa mia, è solo che non riesco a essere come te. Tu sei sempre così perfetto e io non sono mai abbastanza                                    1         Perfetto? Sei pazza! Io sono sempre stato un genio e tu sei solo una stupida che non sa nemmeno cosa fare della sua vita. Non hai neanche idea di cosa significhi essere una persona degna                                    2         Scusa, non avevo detto niente di sbagliato. Cercherò di fare meglio                                    1         No, non farlo. Non ti servirà a nulla. Continua a essere stupida e a non capire cosa vuoi. E' la tua vera natura. Non sei degna neanche di me;Sì
